SID,entry,evaluation,replacement
842,hamster,FOUND,hamster
842,gerbil,FOUND,gerbil
842,guinea_pig,REPLACE,guinea pig
842,pig,FOUND,pig
842,hog,FOUND,hog
842,boar,FOUND,boar
842,bat,FOUND,bat
842,whale,FOUND,whale
842,rhino,FOUND,rhino
842,gopher,FOUND,gopher
842,camel,FOUND,camel
843,lion,FOUND,lion
843,tiger,FOUND,tiger
843,bear,FOUND,bear
843,cat,FOUND,cat
843,turtle,FOUND,turtle
843,flamingo,FOUND,flamingo
843,shark,FOUND,shark
843,octopus,FOUND,octopus
843,clam,FOUND,clam
843,lobster,FOUND,lobster
843,dolphin,FOUND,dolphin
843,alligator,FOUND,alligator
843,bird,FOUND,bird
843,pterodactyl,FOUND,pterodactyl
843,dinosaur,FOUND,dinosaur
843,amphibian,FOUND,amphibian
843,crab,FOUND,crab
843,shrimp,FOUND,shrimp
843,elephant,FOUND,elephant
844,dog,FOUND,dog
844,cat,FOUND,cat
844,penguin,FOUND,penguin
844,pig,FOUND,pig
844,rhino,FOUND,rhino
844,zebra,FOUND,zebra
844,leopard,FOUND,leopard
844,cheetah,FOUND,cheetah
844,tiger,FOUND,tiger
844,deer,FOUND,deer
844,bear,FOUND,bear
844,moose,FOUND,moose
844,elephant,FOUND,elephant
844,giraffe,FOUND,giraffe
844,hippo,FOUND,hippo
844,hyena,FOUND,hyena
844,snake,FOUND,snake
844,horse,FOUND,horse
844,sheep,FOUND,sheep
844,cow,FOUND,cow
844,pig,FOUND,pig
844,chicken,FOUND,chicken
844,eagle,FOUND,eagle
844,crow,FOUND,crow
844,bird,FOUND,bird
844,hedgehog,FOUND,hedgehog
844,groundhog,FOUND,groundhog
844,beaver,FOUND,beaver
845,dog,FOUND,dog
845,cat,FOUND,cat
845,shark,FOUND,shark
845,mouse,FOUND,mouse
845,lion,FOUND,lion
845,giraffe,FOUND,giraffe
845,chimpanzee,FOUND,chimpanzee
845,tiger,FOUND,tiger
845,gorilla,FOUND,gorilla
845,horse,FOUND,horse
845,polar_bear,REPLACE,polar bear
845,lizard,FOUND,lizard
845,fish,FOUND,fish
845,gazelle,FOUND,gazelle
846,dog,FOUND,dog
846,cat,FOUND,cat
846,canary,FOUND,canary
846,crow,FOUND,crow
846,eagle,FOUND,eagle
846,cow,FOUND,cow
846,pig,FOUND,pig
846,jaguar,FOUND,jaguar
846,cheetah,FOUND,cheetah
846,rooster,FOUND,rooster
846,llama,FOUND,llama
846,frog,FOUND,frog
846,fish,FOUND,fish
846,shark,FOUND,shark
846,dolphin,FOUND,dolphin
846,starfish,FOUND,starfish
846,clam,FOUND,clam
846,oyster,FOUND,oyster
846,horseshoe_crab,REPLACE,horseshoe crab
846,osprey,FOUND,osprey
846,leech,FOUND,leech
846,grasshopper,FOUND,grasshopper
846,beetle,FOUND,beetle
846,stink_bug,REPLACE,stinkbug
846,lion,FOUND,lion
846,tiger,FOUND,tiger
846,bear,FOUND,bear
846,mountain_lion,REPLACE,mountain lion
846,hedgehog,FOUND,hedgehog
846,wolverine,FOUND,wolverine
847,monkey,FOUND,monkey
847,elephant,FOUND,elephant
847,rhino,FOUND,rhino
847,dog,FOUND,dog
847,cat,FOUND,cat
847,otter,FOUND,otter
847,manatee,FOUND,manatee
847,shark,FOUND,shark
847,bengal_tiger,REPLACE,bengal tiger
847,lion,FOUND,lion
847,african_elephant,REPLACE,african elephant
847,asian_elephant,REPLACE,asian elephant
847,woolly_mammoth,REPLACE,woolly mammoth
847,dinosaur,FOUND,dinosaur
847,stingray,FOUND,stingray
847,shrimp,FOUND,shrimp
847,siberian_cat,REPLACE,siberian cat
847,husky,FOUND,husky
847,polar_bear,REPLACE,polar bear
847,grizzly_bear,REPLACE,grizzly bear
847,black_bear,REPLACE,black bear
847,wolf,FOUND,wolf
847,fox,FOUND,fox
847,chimpanzee,FOUND,chimpanzee
847,gorilla,FOUND,gorilla
848,cat,FOUND,cat
848,mouse,FOUND,mouse
848,rat,FOUND,rat
848,dog,FOUND,dog
848,lion,FOUND,lion
848,tiger,FOUND,tiger
848,bengal_tiger,REPLACE,bengal tiger
848,polar_bear,REPLACE,polar bear
848,grizzly_bear,REPLACE,grizzly bear
848,sun_bear,REPLACE,sun bear
848,black_bear,REPLACE,black bear
848,giraffe,FOUND,giraffe
848,bear,FOUND,bear
848,okapi,FOUND,okapi
848,zebra,FOUND,zebra
848,deer,FOUND,deer
848,elk,FOUND,elk
848,horse,FOUND,horse
848,whale,FOUND,whale
848,blue_whale,REPLACE,blue whale
848,sperm_whale,REPLACE,sperm whale
848,humpback_whale,REPLACE,humpback whale
848,shark,FOUND,shark
848,hammerhead_shark,REPLACE,hammerhead shark
848,great_white_shark,REPLACE,great white shark
848,whale_shark,REPLACE,whale shark
848,orca,FOUND,orca
848,dolphin,FOUND,dolphin
848,jellyfish,FOUND,jellyfish
848,goldfish,FOUND,goldfish
849,giraffe,FOUND,giraffe
849,zebra,FOUND,zebra
849,cat,FOUND,cat
849,parrot,FOUND,parrot
849,dog,FOUND,dog
849,bunny,FOUND,bunny
849,bird,FOUND,bird
849,snake,FOUND,snake
849,jellyfish,FOUND,jellyfish
849,shark,FOUND,shark
849,whale,FOUND,whale
849,horse,FOUND,horse
849,platypus,FOUND,platypus
849,penguin,FOUND,penguin
849,tiger,FOUND,tiger
849,lion,FOUND,lion
849,zebra,FOUND,zebra
849,rhino,FOUND,rhino
849,monkey,FOUND,monkey
849,gorilla,FOUND,gorilla
849,flamingo,FOUND,flamingo
849,owl,FOUND,owl
849,duck,FOUND,duck
849,goose,FOUND,goose
849,alligator,FOUND,alligator
849,crocodile,FOUND,crocodile
850,bear,FOUND,bear
850,cheetah,FOUND,cheetah
850,snake,FOUND,snake
850,bobcat,FOUND,bobcat
850,cat,FOUND,cat
850,parakeet,FOUND,parakeet
850,raccoon,FOUND,raccoon
850,rabbit,FOUND,rabbit
850,jaguar,FOUND,jaguar
850,kangaroo,FOUND,kangaroo
851,dog,FOUND,dog
851,bird,FOUND,bird
851,human,FOUND,human
851,monkey,FOUND,monkey
851,dragon,FOUND,dragon
851,unicorn,FOUND,unicorn
851,griffin,REPLACE,griffon
851,cat,FOUND,cat
851,turtle,FOUND,turtle
851,meerkat,FOUND,meerkat
851,bobcat,FOUND,bobcat
851,lion,FOUND,lion
851,tiger,FOUND,tiger
851,walrus,FOUND,walrus
851,hippo,FOUND,hippo
851,seal,FOUND,seal
851,whale,FOUND,whale
851,killer_whale,REPLACE,killer whale
851,jellyfish,FOUND,jellyfish
851,koi_fish,REPLACE,koi fish
851,sucker_fish,REPLACE,suckerfish
851,manatee,FOUND,manatee
851,alligator,FOUND,alligator
851,crocodile,FOUND,crocodile
851,iguana,FOUND,iguana
851,ostrich,FOUND,ostrich
851,ox,FOUND,ox
851,mule,FOUND,mule
851,donkey,FOUND,donkey
851,horse,FOUND,horse
851,camel,FOUND,camel
852,cat,FOUND,cat
852,dog,FOUND,dog
852,iguana,FOUND,iguana
852,elephant,FOUND,elephant
852,tiger,FOUND,tiger
852,manatee,FOUND,manatee
852,lizard,FOUND,lizard
852,penguin,FOUND,penguin
852,hyena,FOUND,hyena
852,cheetah,FOUND,cheetah
852,worm,FOUND,worm
852,antelope,FOUND,antelope
852,anteater,FOUND,anteater
852,hippo,FOUND,hippo
852,crocodile,FOUND,crocodile
852,alligator,FOUND,alligator
852,seagull,FOUND,seagull
852,cardinal,FOUND,cardinal
852,ant,FOUND,ant
852,spider,FOUND,spider
852,bear,FOUND,bear
852,fish,FOUND,fish
852,shark,FOUND,shark
852,octopus,FOUND,octopus
852,mosquito,FOUND,mosquito
853,dog,FOUND,dog
853,cat,FOUND,cat
853,fish,FOUND,fish
853,crab,FOUND,crab
853,shark,FOUND,shark
853,whale,FOUND,whale
853,manatee,FOUND,manatee
853,snake,FOUND,snake
853,walrus,FOUND,walrus
853,otter,FOUND,otter
854,dog,FOUND,dog
854,cat,FOUND,cat
854,dolphin,FOUND,dolphin
854,crocodile,FOUND,crocodile
854,sheep,FOUND,sheep
854,bear,FOUND,bear
854,pig,FOUND,pig
854,cow,FOUND,cow
854,cat,FOUND,cat
854,insect,FOUND,insect
854,parakeet,FOUND,parakeet
854,rhino,FOUND,rhino
854,lion,FOUND,lion
854,giraffe,FOUND,giraffe
854,hippo,FOUND,hippo
854,deer,FOUND,deer
854,gazelle,FOUND,gazelle
854,meerkat,FOUND,meerkat
854,fish,FOUND,fish
854,goldfish,FOUND,goldfish
854,bird,FOUND,bird
854,frog,FOUND,frog
855,lion,FOUND,lion
855,zebra,FOUND,zebra
855,giraffe,FOUND,giraffe
855,alligator,FOUND,alligator
855,gazelle,FOUND,gazelle
855,wildebeest,FOUND,wildebeest
855,bear,FOUND,bear
855,salmon,FOUND,salmon
855,whale,FOUND,whale
855,squid,FOUND,squid
855,octopus,FOUND,octopus
855,shellfish,FOUND,shellfish
855,crab,FOUND,crab
855,snail,FOUND,snail
855,dog,FOUND,dog
855,cat,FOUND,cat
855,mouse,FOUND,mouse
855,canary,FOUND,canary
855,eagle,FOUND,eagle
855,blackbird,FOUND,blackbird
855,crow,FOUND,crow
855,lion,FOUND,lion
855,dolphin,FOUND,dolphin
855,anglerfish,FOUND,anglerfish
855,puma,FOUND,puma
855,rabbit,FOUND,rabbit
855,squirrel,FOUND,squirrel
855,mole,FOUND,mole
855,chipmunk,FOUND,chipmunk
856,lion,FOUND,lion
856,tiger,FOUND,tiger
856,bear,FOUND,bear
856,monkey,FOUND,monkey
856,caterpillar,FOUND,caterpillar
856,dog,FOUND,dog
856,cat,FOUND,cat
856,german_shepherd,REPLACE,german shepherd
856,chicken,FOUND,chicken
856,goat,FOUND,goat
856,cow,FOUND,cow
856,squirrel,FOUND,squirrel
856,deer,FOUND,deer
856,polar_bear,REPLACE,polar bear
856,bison,FOUND,bison
856,sheep,FOUND,sheep
856,orangutan,FOUND,orangutan
856,bird,FOUND,bird
856,grasshopper,FOUND,grasshopper
857,cat,FOUND,cat
857,dog,FOUND,dog
857,lion,FOUND,lion
857,shark,FOUND,shark
857,dolphin,FOUND,dolphin
857,blue_jay,REPLACE,blue jay
857,fox,FOUND,fox
857,monkey,FOUND,monkey
857,gorilla,FOUND,gorilla
857,snake,FOUND,snake
857,giraffe,FOUND,giraffe
857,alligator,FOUND,alligator
857,goldfish,FOUND,goldfish
858,cat,FOUND,cat
858,kangaroo,FOUND,kangaroo
858,dog,FOUND,dog
858,rabbit,FOUND,rabbit
858,shark,FOUND,shark
858,octopus,FOUND,octopus
858,cow,FOUND,cow
858,chicken,FOUND,chicken
858,rooster,FOUND,rooster
858,frog,FOUND,frog
858,toad,FOUND,toad
858,chicken,FOUND,chicken
858,turtle,FOUND,turtle
858,lizard,FOUND,lizard
858,whale,FOUND,whale
858,fish,FOUND,fish
858,shark,FOUND,shark
858,octopus,FOUND,octopus
858,gerbil,FOUND,gerbil
858,hamster,FOUND,hamster
858,dolphin,FOUND,dolphin
858,starfish,FOUND,starfish
859,dog,FOUND,dog
859,cat,FOUND,cat
859,parrot,FOUND,parrot
859,bird,FOUND,bird
859,toucan,FOUND,toucan
859,butterfly,FOUND,butterfly
859,lizard,FOUND,lizard
859,horse,FOUND,horse
859,cow,FOUND,cow
859,chicken,FOUND,chicken
859,donkey,FOUND,donkey
859,goose,FOUND,goose
859,dolphin,FOUND,dolphin
859,whale,FOUND,whale
859,killer_whale,REPLACE,killer whale
859,shark,FOUND,shark
859,eel,FOUND,eel
859,fish,FOUND,fish
859,catfish,FOUND,catfish
859,blowfish,FOUND,blowfish
859,pufferfish,FOUND,pufferfish
859,shellfish,FOUND,shellfish
859,goat,FOUND,goat
859,lamb,FOUND,lamb
859,donkey,FOUND,donkey
859,elephant,FOUND,elephant
859,zebra,FOUND,zebra
859,flamingo,FOUND,flamingo
860,dog,FOUND,dog
860,cat,FOUND,cat
860,bird,FOUND,bird
860,parakeet,FOUND,parakeet
860,cheetah,FOUND,cheetah
860,lion,FOUND,lion
860,rhino,FOUND,rhino
860,frog,FOUND,frog
860,gorilla,FOUND,gorilla
860,ostrich,FOUND,ostrich
860,lizard,FOUND,lizard
860,cow,FOUND,cow
860,goat,FOUND,goat
860,chicken,FOUND,chicken
860,rooster,FOUND,rooster
860,puma,FOUND,puma
861,dog,FOUND,dog
861,cat,FOUND,cat
861,bird,FOUND,bird
861,snake,FOUND,snake
861,rabbit,FOUND,rabbit
861,bunny,FOUND,bunny
861,ant,FOUND,ant
861,anteater,FOUND,anteater
861,mammoth,FOUND,mammoth
861,sabertoothed tiger,FOUND,sabertoothed tiger
861,tiger,FOUND,tiger
861,lion,FOUND,lion
861,bird,FOUND,bird
861,eagle,FOUND,eagle
861,camel,FOUND,camel
861,horse,FOUND,horse
862,dog,FOUND,dog
862,cat,FOUND,cat
862,ferret,FOUND,ferret
862,pig,FOUND,pig
862,cow,FOUND,cow
862,chicken,FOUND,chicken
862,dolphin,FOUND,dolphin
862,gorilla,FOUND,gorilla
862,sparrow,FOUND,sparrow
862,crow,FOUND,crow
862,frog,FOUND,frog
862,mouse,FOUND,mouse
862,rat,FOUND,rat
862,horse,FOUND,horse
862,llama,FOUND,llama
862,chicken,FOUND,chicken
862,giraffe,FOUND,giraffe
862,rhinoceros,FOUND,rhinoceros
862,shark,FOUND,shark
862,toucan,FOUND,toucan
862,lemur,FOUND,lemur
862,monkey,FOUND,monkey
863,dog,FOUND,dog
863,cat,FOUND,cat
863,chicken,FOUND,chicken
863,cow,FOUND,cow
863,giraffe,FOUND,giraffe
863,lion,FOUND,lion
863,antelope,FOUND,antelope
863,hyena,FOUND,hyena
863,tiger,FOUND,tiger
863,lion,FOUND,lion
863,snake,FOUND,snake
863,penguin,FOUND,penguin
863,bird,FOUND,bird
863,skunk,FOUND,skunk
863,anteater,FOUND,anteater
863,eagle,FOUND,eagle
863,bear,FOUND,bear
863,polar_bear,REPLACE,polar bear
863,puma,FOUND,puma
863,mountain_lion,REPLACE,mountain lion
863,ram,FOUND,ram
863,bull,FOUND,bull
863,horse,FOUND,horse
864,dog,FOUND,dog
864,cat,FOUND,cat
864,snake,FOUND,snake
864,gerbil,FOUND,gerbil
864,cow,FOUND,cow
864,mouse,FOUND,mouse
864,deer,FOUND,deer
864,pig,FOUND,pig
864,horse,FOUND,horse
864,ox,FOUND,ox
864,bird,FOUND,bird
864,pelican,FOUND,pelican
864,eagle,FOUND,eagle
864,rattlesnake,FOUND,rattlesnake
864,scorpion,FOUND,scorpion
864,seagull,FOUND,seagull
864,alligator,FOUND,alligator
864,lizard,FOUND,lizard
864,spider,FOUND,spider
864,coyote,FOUND,coyote
864,wolf,FOUND,wolf
864,bear,FOUND,bear
865,dog,FOUND,dog
865,zebra,FOUND,zebra
865,goat,FOUND,goat
865,bat,FOUND,bat
865,baboon,FOUND,baboon
865,elephant,FOUND,elephant
865,giraffe,FOUND,giraffe
865,turtle,FOUND,turtle
865,horse,FOUND,horse
865,mouse,FOUND,mouse
865,lizard,FOUND,lizard
865,alligator,FOUND,alligator
865,chimpanzee,FOUND,chimpanzee
865,bird,FOUND,bird
865,owl,FOUND,owl
865,groundhog,FOUND,groundhog
865,raccoon,FOUND,raccoon
865,fish,FOUND,fish
866,dog,FOUND,dog
866,cow,FOUND,cow
866,elephant,FOUND,elephant
866,giraffe,FOUND,giraffe
866,groundhog,FOUND,groundhog
866,squirrel,FOUND,squirrel
866,raccoon,FOUND,raccoon
866,possum,FOUND,possum
866,deer,FOUND,deer
866,cat,FOUND,cat
866,mouse,FOUND,mouse
866,fish,FOUND,fish
866,eagle,FOUND,eagle
866,canary,FOUND,canary
866,crow,FOUND,crow
866,bluebird,FOUND,bluebird
866,mole,FOUND,mole
866,vole,FOUND,vole
866,ferret,FOUND,ferret
866,lion,FOUND,lion
866,tiger,FOUND,tiger
867,ant,FOUND,ant
867,dog,FOUND,dog
867,cat,FOUND,cat
867,squirrel,FOUND,squirrel
867,elephant,FOUND,elephant
867,zebra,FOUND,zebra
867,hippo,FOUND,hippo
867,crocodile,FOUND,crocodile
867,shark,FOUND,shark
867,sea_cucumber,REPLACE,sea cucumber
867,stingray,FOUND,stingray
867,octopus,FOUND,octopus
867,jellyfish,FOUND,jellyfish
867,bird,FOUND,bird
867,blue_jay,REPLACE,blue jay
867,cardinal,FOUND,cardinal
867,hamster,FOUND,hamster
867,mouse,FOUND,mouse
867,rat,FOUND,rat
867,beaver,FOUND,beaver
867,crane,FOUND,crane
867,mink,FOUND,mink
867,lion,FOUND,lion
867,bobcat,FOUND,bobcat
867,panther,FOUND,panther
867,jaguar,FOUND,jaguar
867,frog,FOUND,frog
867,lizard,FOUND,lizard
868,cat,FOUND,cat
868,fox,FOUND,fox
868,wolf,FOUND,wolf
868,dog,FOUND,dog
868,lemur,FOUND,lemur
868,chimpanzee,FOUND,chimpanzee
868,gorilla,FOUND,gorilla
868,orangutan,FOUND,orangutan
868,bonobo,FOUND,bonobo
868,whale,FOUND,whale
868,dolphin,FOUND,dolphin
868,fish,FOUND,fish
868,shark,FOUND,shark
868,dolphin,FOUND,dolphin
868,eagle,FOUND,eagle
868,woodpecker,FOUND,woodpecker
868,blowfish,FOUND,blowfish
868,swordfish,FOUND,swordfish
869,cat,FOUND,cat
869,dog,FOUND,dog
869,bear,FOUND,bear
869,hen,FOUND,hen
869,elephant,FOUND,elephant
869,giraffe,FOUND,giraffe
869,zebra,FOUND,zebra
869,tiger,FOUND,tiger
869,salmon,FOUND,salmon
869,shark,FOUND,shark
869,whale,FOUND,whale
869,fish,FOUND,fish
869,cow,FOUND,cow
869,pig,FOUND,pig
869,hawk,FOUND,hawk
869,chicken,FOUND,chicken
869,bird,FOUND,bird
869,insect,FOUND,insect
869,crocodile,FOUND,crocodile
869,guinea_pig,REPLACE,guinea pig
869,fish,FOUND,fish
869,pig,FOUND,pig
869,chinchilla,FOUND,chinchilla
869,hamster,FOUND,hamster
869,gerbil,FOUND,gerbil
870,tiger,FOUND,tiger
870,lion,FOUND,lion
870,bear,FOUND,bear
870,eagle,FOUND,eagle
870,cockroach,FOUND,cockroach
870,ant,FOUND,ant
870,falcon,FOUND,falcon
870,flamingo,FOUND,flamingo
870,roadrunner,FOUND,roadrunner
870,kangaroo,FOUND,kangaroo
870,tasmanian_devil,REPLACE,tasmanian devil
870,zebra,FOUND,zebra
870,leopard,FOUND,leopard
870,mountain_lion,REPLACE,mountain lion
870,cat,FOUND,cat
870,chihuahua,FOUND,chihuahua
870,golden_retriever,REPLACE,golden retriever
870,wolf,FOUND,wolf
870,pig,FOUND,pig
870,cow,FOUND,cow
870,horse,FOUND,horse
870,gopher,FOUND,gopher
871,aardvark,FOUND,aardvark
871,bat,FOUND,bat
871,cat,FOUND,cat
871,dog,FOUND,dog
871,elephant,FOUND,elephant
871,fish,FOUND,fish
871,giraffe,FOUND,giraffe
871,iguana,FOUND,iguana
871,jaguar,FOUND,jaguar
871,monkey,FOUND,monkey
871,gnat,FOUND,gnat
871,praying_mantis,REPLACE,praying mantis
871,bee,FOUND,bee
871,beetle,FOUND,beetle
871,bear,FOUND,bear
872,okapi,FOUND,okapi
872,lion,FOUND,lion
872,snow_leopard,REPLACE,snow leopard
872,otter,FOUND,otter
872,eagle,FOUND,eagle
872,snowy_owl,REPLACE,snowy owl
872,bear,FOUND,bear
872,boa_constrictor,REPLACE,boa constrictor
872,green tree python,FOUND,green tree python
872,kiwi,FOUND,kiwi
872,cat,FOUND,cat
872,black panther,FOUND,black panther
872,tiger,FOUND,tiger
872,elephant,FOUND,elephant
872,crane,FOUND,crane
872,parrot,FOUND,parrot
872,armadillo,FOUND,armadillo
872,copperhead,FOUND,copperhead
872,canary,FOUND,canary
872,sparrow,FOUND,sparrow
872,horse,FOUND,horse
872,grackle,FOUND,grackle
873,frog,FOUND,frog
873,toad,FOUND,toad
873,cat,FOUND,cat
873,dog,FOUND,dog
873,whale,FOUND,whale
873,fish,FOUND,fish
873,dolphin,FOUND,dolphin
873,shark,FOUND,shark
873,chicken,FOUND,chicken
873,sheep,FOUND,sheep
873,wolf,FOUND,wolf
873,human,FOUND,human
873,rat,FOUND,rat
873,snake,FOUND,snake
873,anaconda,FOUND,anaconda
873,bird,FOUND,bird
873,salamander,FOUND,salamander
874,cat,FOUND,cat
874,dog,FOUND,dog
874,dinosaur,FOUND,dinosaur
874,sabertoothed tiger,FOUND,sabertoothed tiger
874,lion,FOUND,lion
874,jaguar,FOUND,jaguar
874,panther,FOUND,panther
874,beetle,FOUND,beetle
874,dragonfly,FOUND,dragonfly
874,ocelot,FOUND,ocelot
874,lion,FOUND,lion
874,sea_lion,REPLACE,sealion
874,seal,FOUND,seal
874,shark,FOUND,shark
874,pleco,FOUND,pleco
874,platypus,FOUND,platypus
874,caterpillar,FOUND,caterpillar
874,spider,FOUND,spider
874,black_widow,REPLACE,black widow
874,wolverine,FOUND,wolverine
874,bear,FOUND,bear
874,bengal_tiger,REPLACE,bengal tiger
874,crane,FOUND,crane
874,heron,FOUND,heron
874,flamingo,FOUND,flamingo
874,polar_bear,REPLACE,polar bear
875,cat,FOUND,cat
875,dog,FOUND,dog
875,fish,FOUND,fish
875,bird,FOUND,bird
875,whale,FOUND,whale
875,dolphin,FOUND,dolphin
875,giraffe,FOUND,giraffe
875,elephant,FOUND,elephant
875,hippo,FOUND,hippo
875,flamingo,FOUND,flamingo
875,parakeet,FOUND,parakeet
875,emu,FOUND,emu
875,rhino,FOUND,rhino
875,rabbit,FOUND,rabbit
875,lizard,FOUND,lizard
875,snake,FOUND,snake
875,shark,FOUND,shark
875,mouse,FOUND,mouse
875,rat,FOUND,rat
875,ferret,FOUND,ferret
875,guinea_pig,REPLACE,guinea pig
875,hamster,FOUND,hamster
875,gerbil,FOUND,gerbil
875,chinchilla,FOUND,chinchilla
875,sugar_glider,REPLACE,sugar glider
875,squirrel,FOUND,squirrel
875,chipmunk,FOUND,chipmunk
875,raccoon,FOUND,raccoon
875,possum,FOUND,possum
875,llama,FOUND,llama
875,alpaca,FOUND,alpaca
876,elephant,FOUND,elephant
876,giraffe,FOUND,giraffe
876,monkey,FOUND,monkey
876,dog,FOUND,dog
876,cat,FOUND,cat
876,goose,FOUND,goose
876,swan,FOUND,swan
876,penguin,FOUND,penguin
876,monkey,FOUND,monkey
876,gorilla,FOUND,gorilla
876,hummingbird,FOUND,hummingbird
876,sparrow,FOUND,sparrow
876,eagle,FOUND,eagle
876,snake,FOUND,snake
876,rat,FOUND,rat
876,mouse,FOUND,mouse
876,cat,FOUND,cat
877,dog,FOUND,dog
877,cat,FOUND,cat
877,lizard,FOUND,lizard
877,chicken,FOUND,chicken
877,turkey,FOUND,turkey
877,doe,FOUND,doe
877,cow,FOUND,cow
877,deer,FOUND,deer
877,bear,FOUND,bear
877,shark,FOUND,shark
877,elk,FOUND,elk
877,moose,FOUND,moose
877,pigeon,FOUND,pigeon
877,bluebird,FOUND,bluebird
877,hummingbird,FOUND,hummingbird
877,polar_bear,REPLACE,polar bear
877,snake,FOUND,snake
877,spider,FOUND,spider
877,caterpillar,FOUND,caterpillar
877,cricket,FOUND,cricket
877,locust,FOUND,locust
877,horsefly,FOUND,horsefly
877,owl,FOUND,owl
877,tuna,FOUND,tuna
877,bluegill,FOUND,bluegill
877,carp,FOUND,carp
877,bass,FOUND,bass
877,raccoon,FOUND,raccoon
878,dog,FOUND,dog
878,elephant,FOUND,elephant
878,giraffe,FOUND,giraffe
878,monkey,FOUND,monkey
878,pig,FOUND,pig
878,horse,FOUND,horse
878,cow,FOUND,cow
878,sheep,FOUND,sheep
878,manatee,FOUND,manatee
878,whale,FOUND,whale
878,seal,FOUND,seal
878,kangaroo,FOUND,kangaroo
878,crocodile,FOUND,crocodile
878,hippopotamus,FOUND,hippopotamus
878,lion,FOUND,lion
878,cheetah,FOUND,cheetah
878,leopard,FOUND,leopard
878,panther,FOUND,panther
878,panda,FOUND,panda
878,grizzly_bear,REPLACE,grizzly bear
878,deer,FOUND,deer
878,gazelle,FOUND,gazelle
878,bird,FOUND,bird
879,rabbit,FOUND,rabbit
879,monkey,FOUND,monkey
879,llama,FOUND,llama
879,kangaroo,FOUND,kangaroo
879,orangutan,FOUND,orangutan
879,koala,FOUND,koala
879,bat,FOUND,bat
879,giraffe,FOUND,giraffe
879,cheetah,FOUND,cheetah
879,rhino,FOUND,rhino
879,polar_bear,REPLACE,polar bear
879,penguin,FOUND,penguin
901,dog,FOUND,dog
901,cat,FOUND,cat
901,elephant,FOUND,elephant
901,swan,FOUND,swan
901,goose,FOUND,goose
901,bear,FOUND,bear
901,panther,FOUND,panther
901,flamingo,FOUND,flamingo
901,lion,FOUND,lion
901,tiger,FOUND,tiger
901,whale,FOUND,whale
901,dolphin,FOUND,dolphin
901,turtle,FOUND,turtle
901,leopard,FOUND,leopard
901,giraffe,FOUND,giraffe
901,gazelle,FOUND,gazelle
901,deer,FOUND,deer
901,cow,FOUND,cow
901,chicken,FOUND,chicken
901,cardinal,FOUND,cardinal
901,pig,FOUND,pig
901,horse,FOUND,horse
901,sheep,FOUND,sheep
901,goat,FOUND,goat
901,gorilla,FOUND,gorilla
901,rhino,FOUND,rhino
901,anteater,FOUND,anteater
902,fish,FOUND,fish
902,lizard,FOUND,lizard
902,dog,FOUND,dog
902,cat,FOUND,cat
902,bird,FOUND,bird
902,turtle,FOUND,turtle
902,horse,FOUND,horse
902,bear,FOUND,bear
902,lion,FOUND,lion
902,tiger,FOUND,tiger
902,bobcat,FOUND,bobcat
902,coyote,FOUND,coyote
902,frog,FOUND,frog
902,fly,FOUND,fly
902,dragonfly,FOUND,dragonfly
902,ladybug,FOUND,ladybug
902,bumblebee,FOUND,bumblebee
902,bed_bug,REPLACE,bedbug
902,butterfly,FOUND,butterfly
902,polar_bear,REPLACE,polar bear
902,black_bear,REPLACE,black bear
902,grizzly_bear,REPLACE,grizzly bear
902,deer,FOUND,deer
902,pig,FOUND,pig
902,cow,FOUND,cow
903,cat,FOUND,cat
903,dog,FOUND,dog
903,ferret,FOUND,ferret
903,hamster,FOUND,hamster
903,tiger,FOUND,tiger
903,lion,FOUND,lion
903,zebra,FOUND,zebra
903,bear,FOUND,bear
903,red_panda,REPLACE,red panda
903,panda,FOUND,panda
903,raccoon,FOUND,raccoon
903,dolphin,FOUND,dolphin
903,fish,FOUND,fish
903,shark,FOUND,shark
903,bird,FOUND,bird
903,rat,FOUND,rat
903,mouse,FOUND,mouse
903,cheetah,FOUND,cheetah
903,leopard,FOUND,leopard
903,squirrel,FOUND,squirrel
904,dog,FOUND,dog
904,cat,FOUND,cat
904,hamster,FOUND,hamster
904,guinea_pig,REPLACE,guinea pig
904,bird,FOUND,bird
904,iguana,FOUND,iguana
904,chameleon,FOUND,chameleon
904,lion,FOUND,lion
904,jaguar,FOUND,jaguar
904,panther,FOUND,panther
904,monkey,FOUND,monkey
904,frog,FOUND,frog
904,whale,FOUND,whale
904,dolphin,FOUND,dolphin
904,fish,FOUND,fish
904,shark,FOUND,shark
904,octopus,FOUND,octopus
904,beaver,FOUND,beaver
904,horse,FOUND,horse
904,pig,FOUND,pig
904,sheep,FOUND,sheep
904,camel,FOUND,camel
904,spider,FOUND,spider
905,dog,FOUND,dog
905,cat,FOUND,cat
905,squirrel,FOUND,squirrel
905,frog,FOUND,frog
905,whale,FOUND,whale
905,dolphin,FOUND,dolphin
905,turtle,FOUND,turtle
905,seahorse,FOUND,seahorse
905,fish,FOUND,fish
905,shark,FOUND,shark
905,monkey,FOUND,monkey
905,bat,FOUND,bat
905,lizard,FOUND,lizard
905,snake,FOUND,snake
906,cat,FOUND,cat
906,dog,FOUND,dog
906,hamster,FOUND,hamster
906,lion,FOUND,lion
906,tiger,FOUND,tiger
906,elephant,FOUND,elephant
906,zebra,FOUND,zebra
