"SID","entry","evaluation","replacement","entryInSNAFU","replacementInSNAFU","entryInTroyerEx","replacementInTroyerEx"
95,"lion","FOUND","lion",1,1,1,1
95,"cheetah","FOUND","cheetah",1,1,1,1
95,"leopard","FOUND","leopard",1,1,1,1
95,"bobcat","FOUND","bobcat",1,1,1,1
95,"wolf","FOUND","wolf",1,1,1,1
95,"coyote","FOUND","coyote",1,1,1,1
95,"mouse","FOUND","mouse",1,1,1,1
95,"horse","FOUND","horse",1,1,1,1
95,"deer","FOUND","deer",1,1,1,1
95,"moose","FOUND","moose",1,1,1,1
95,"mule","FOUND","mule",1,1,1,1
95,"donkey","FOUND","donkey",1,1,1,1
95,"snake","FOUND","snake",1,1,1,1
95,"lizard","FOUND","lizard",1,1,1,1
95,"turtle","FOUND","turtle",1,1,1,1
95,"possum","FOUND","possum",1,1,1,1
95,"opossum","FOUND","opossum",1,1,1,1
95,"raccoon","FOUND","raccoon",1,1,1,1
96,"rainbow fish","REPLACE","rainbowfish",0,1,0,1
96,"starling","FOUND","starling",1,1,1,1
96,"dog","FOUND","dog",1,1,1,1
96,"cat","FOUND","cat",1,1,1,1
96,"aardvark","FOUND","aardvark",1,1,1,1
96,"tiger","FOUND","tiger",1,1,1,1
96,"eel","FOUND","eel",1,1,1,1
96,"corydoras","FOUND","corydoras",0,0,1,1
96,"ocelot","FOUND","ocelot",1,1,1,1
96,"rattlesnake","FOUND","rattlesnake",1,1,1,1
96,"rat","FOUND","rat",1,1,1,1
96,"sheep","FOUND","sheep",1,1,1,1
96,"chicken","FOUND","chicken",1,1,1,1
96,"rabbit","FOUND","rabbit",1,1,1,1
97,"tiger","FOUND","tiger",1,1,1,1
97,"bear","FOUND","bear",1,1,1,1
97,"lion","FOUND","lion",1,1,1,1
97,"giraffe","FOUND","giraffe",1,1,1,1
97,"great treefrog","REPLACE","gray treefrog",0,0,0,1
97,"green treefrog","REPLACE","green tree frog",0,0,1,0
97,"green anole","EXCLUDE","EXCLUDE",0,0,0,0
97,"long tailed lizard","FOUND","long tailed lizard",0,0,1,1
97,"cat","FOUND","cat",1,1,1,1
97,"dog","FOUND","dog",1,1,1,1
97,"puma","FOUND","puma",1,1,1,1
97,"zebra","FOUND","zebra",1,1,1,1
97,"elephant","FOUND","elephant",1,1,1,1
97,"giraffe","FOUND","giraffe",1,1,1,1
97,"buffalo","FOUND","buffalo",1,1,1,1
97,"bison","FOUND","bison",1,1,1,1
97,"deer","FOUND","deer",1,1,1,1
97,"reindeer","FOUND","reindeer",1,1,1,1
97,"polar bear","FOUND","polar bear",1,1,1,1
97,"narwhal","FOUND","narwhal",1,1,1,1
97,"flounder","FOUND","flounder",1,1,1,1
97,"shrimp","FOUND","shrimp",1,1,1,1
97,"crab","FOUND","crab",1,1,1,1
97,"cow","FOUND","cow",1,1,1,1
97,"pig","FOUND","pig",1,1,1,1
97,"sheep","FOUND","sheep",1,1,1,1
97,"goat","FOUND","goat",1,1,1,1
97,"horse","FOUND","horse",1,1,1,1
97,"chicken","FOUND","chicken",1,1,1,1
97,"seagull","FOUND","seagull",1,1,1,1
97,"croaker","FOUND","croaker",0,0,1,1
97,"dolphin","FOUND","dolphin",1,1,1,1
97,"whale","FOUND","whale",1,1,1,1
98,"dog","FOUND","dog",1,1,1,1
98,"cat","FOUND","cat",1,1,1,1
98,"iguana","FOUND","iguana",1,1,1,1
98,"fish","FOUND","fish",1,1,1,1
98,"elephant","FOUND","elephant",1,1,1,1
98,"camel","FOUND","camel",1,1,1,1
98,"ant","FOUND","ant",1,1,1,1
98,"groundhog","FOUND","groundhog",1,1,1,1
98,"eagle","FOUND","eagle",1,1,1,1
98,"bird","FOUND","bird",1,1,1,1
98,"turtle","FOUND","turtle",1,1,1,1
98,"rabbit","FOUND","rabbit",1,1,1,1
98,"bunny","FOUND","bunny",1,1,1,1
98,"horse","FOUND","horse",1,1,1,1
98,"lizard","FOUND","lizard",1,1,1,1
98,"shark","FOUND","shark",1,1,1,1
98,"octopus","FOUND","octopus",1,1,1,1
98,"cow","FOUND","cow",1,1,1,1
98,"goat","FOUND","goat",1,1,1,1
98,"sheep","FOUND","sheep",1,1,1,1
98,"chicken","FOUND","chicken",1,1,1,1
98,"pig","FOUND","pig",1,1,1,1
98,"alligator","FOUND","alligator",1,1,1,1
98,"crocodile","FOUND","crocodile",1,1,1,1
99,"cat","FOUND","cat",1,1,1,1
99,"dog","FOUND","dog",1,1,1,1
99,"fish","FOUND","fish",1,1,1,1
99,"bird","FOUND","bird",1,1,1,1
99,"monkey","FOUND","monkey",1,1,1,1
99,"lizard","FOUND","lizard",1,1,1,1
99,"elephant","FOUND","elephant",1,1,1,1
99,"giraffe","FOUND","giraffe",1,1,1,1
99,"manatee","FOUND","manatee",1,1,1,1
99,"snake","FOUND","snake",1,1,1,1
99,"rat","FOUND","rat",1,1,1,1
99,"deer","FOUND","deer",1,1,1,1
99,"rhino","FOUND","rhino",1,1,1,1
100,"cat","FOUND","cat",1,1,1,1
100,"dog","FOUND","dog",1,1,1,1
100,"lizard","FOUND","lizard",1,1,1,1
100,"bird","FOUND","bird",1,1,1,1
100,"bug","FOUND","bug",1,1,1,1
100,"otter","FOUND","otter",1,1,1,1
100,"giraffe","FOUND","giraffe",1,1,1,1
100,"elephant","FOUND","elephant",1,1,1,1
100,"seal","FOUND","seal",1,1,1,1
100,"horse","FOUND","horse",1,1,1,1
100,"zebra","FOUND","zebra",1,1,1,1
100,"lion","FOUND","lion",1,1,1,1
100,"tiger","FOUND","tiger",1,1,1,1
100,"penguin","FOUND","penguin",1,1,1,1
100,"eagle","FOUND","eagle",1,1,1,1
100,"ox","FOUND","ox",1,1,1,1
100,"cow","FOUND","cow",1,1,1,1
100,"chicken","FOUND","chicken",1,1,1,1
100,"rooster","FOUND","rooster",1,1,1,1
100,"horse","FOUND","horse",1,1,1,1
101,"ant","FOUND","ant",1,1,1,1
101,"alligator","FOUND","alligator",1,1,1,1
101,"boar","FOUND","boar",1,1,1,1
101,"cat","FOUND","cat",1,1,1,1
101,"dog","FOUND","dog",1,1,1,1
101,"elephant","FOUND","elephant",1,1,1,1
101,"fish","FOUND","fish",1,1,1,1
101,"rat","FOUND","rat",1,1,1,1
101,"cow","FOUND","cow",1,1,1,1
101,"shark","FOUND","shark",1,1,1,1
101,"zebra","FOUND","zebra",1,1,1,1
101,"monkey","FOUND","monkey",1,1,1,1
101,"orangutan","FOUND","orangutan",1,1,1,1
101,"dolphin","FOUND","dolphin",1,1,1,1
101,"whale","FOUND","whale",1,1,1,1
101,"shark","FOUND","shark",1,1,1,1
101,"bird","FOUND","bird",1,1,1,1
101,"turtle","FOUND","turtle",1,1,1,1
101,"bat","FOUND","bat",1,1,1,1
104,"dog","FOUND","dog",1,1,1,1
104,"bird","FOUND","bird",1,1,1,1
104,"cat","FOUND","cat",1,1,1,1
104,"rabbit","FOUND","rabbit",1,1,1,1
104,"human","FOUND","human",1,1,1,1
104,"elephant","FOUND","elephant",1,1,1,1
104,"flamingo","FOUND","flamingo",1,1,1,1
104,"rhino","FOUND","rhino",1,1,1,1
104,"bobcat","FOUND","bobcat",1,1,1,1
104,"tiger","FOUND","tiger",1,1,1,1
104,"wolf","FOUND","wolf",1,1,1,1
104,"seal","FOUND","seal",1,1,1,1
104,"squirrel","FOUND","squirrel",1,1,1,1
104,"dolphin","FOUND","dolphin",1,1,1,1
104,"octopus","FOUND","octopus",1,1,1,1
104,"starfish","FOUND","starfish",1,1,1,1
104,"jellyfish","FOUND","jellyfish",1,1,1,1
104,"giraffe","FOUND","giraffe",1,1,1,1
104,"zebra","FOUND","zebra",1,1,1,1
104,"vulture","FOUND","vulture",1,1,1,1
104,"monkey","FOUND","monkey",1,1,1,1
104,"chimpanzee","FOUND","chimpanzee",1,1,1,1
104,"gorilla","FOUND","gorilla",1,1,1,1
104,"sloth","FOUND","sloth",1,1,1,1
105,"pig","FOUND","pig",1,1,1,1
105,"cat","FOUND","cat",1,1,1,1
105,"dog","FOUND","dog",1,1,1,1
105,"horse","FOUND","horse",1,1,1,1
105,"alligator","FOUND","alligator",1,1,1,1
105,"snake","FOUND","snake",1,1,1,1
105,"lion","FOUND","lion",1,1,1,1
105,"hippo","FOUND","hippo",0,0,1,1
105,"elephant","FOUND","elephant",1,1,1,1
105,"tiger","FOUND","tiger",1,1,1,1
105,"giraffe","FOUND","giraffe",1,1,1,1
105,"antelope","FOUND","antelope",1,1,1,1
105,"deer","FOUND","deer",1,1,1,1
105,"moose","FOUND","moose",1,1,1,1
105,"iguana","FOUND","iguana",1,1,1,1
105,"bird","FOUND","bird",1,1,1,1
105,"fish","FOUND","fish",1,1,1,1
105,"whale","FOUND","whale",1,1,1,1
105,"dolphin","FOUND","dolphin",1,1,1,1
105,"ant","FOUND","ant",1,1,1,1
105,"spider","FOUND","spider",1,1,1,1
105,"bat","FOUND","bat",1,1,1,1
105,"possum","FOUND","possum",1,1,1,1
105,"mouse","FOUND","mouse",1,1,1,1
105,"rat","FOUND","rat",1,1,1,1
106,"dog","FOUND","dog",1,1,1,1
106,"cat","FOUND","cat",1,1,1,1
106,"hamster","FOUND","hamster",1,1,1,1
106,"horse","FOUND","horse",1,1,1,1
106,"cow","FOUND","cow",1,1,1,1
106,"chicken","FOUND","chicken",1,1,1,1
106,"rooster","FOUND","rooster",1,1,1,1
106,"bird","FOUND","bird",1,1,1,1
106,"fish","FOUND","fish",1,1,1,1
106,"deer","FOUND","deer",1,1,1,1
106,"possum","FOUND","possum",1,1,1,1
106,"squirrel","FOUND","squirrel",1,1,1,1
106,"frog","FOUND","frog",1,1,1,1
106,"butterfly","FOUND","butterfly",1,1,1,1
106,"bee","FOUND","bee",1,1,1,1
106,"fly","FOUND","fly",1,1,1,1
106,"mouse","FOUND","mouse",1,1,1,1
106,"rat","FOUND","rat",1,1,1,1
106,"chipmunk","FOUND","chipmunk",1,1,1,1
801,"bird","FOUND","bird",1,1,1,1
801,"cat","FOUND","cat",1,1,1,1
801,"dog","FOUND","dog",1,1,1,1
801,"horse","FOUND","horse",1,1,1,1
801,"duck","FOUND","duck",1,1,1,1
801,"butterfly","FOUND","butterfly",1,1,1,1
801,"squirrel","FOUND","squirrel",1,1,1,1
801,"monkey","FOUND","monkey",1,1,1,1
801,"ant","FOUND","ant",1,1,1,1
801,"anteater","FOUND","anteater",1,1,1,1
801,"beetle","FOUND","beetle",1,1,1,1
801,"pig","FOUND","pig",1,1,1,1
801,"cow","FOUND","cow",1,1,1,1
801,"chicken","FOUND","chicken",1,1,1,1
801,"hen","FOUND","hen",1,1,1,1
801,"bull","FOUND","bull",1,1,1,1
801,"frog","FOUND","frog",1,1,1,1
802,"leopard","FOUND","leopard",1,1,1,1
802,"jaguar","FOUND","jaguar",1,1,1,1
802,"ocelot","FOUND","ocelot",1,1,1,1
802,"pigeon","FOUND","pigeon",1,1,1,1
802,"dove","FOUND","dove",1,1,1,1
802,"dog","FOUND","dog",1,1,1,1
802,"cat","FOUND","cat",1,1,1,1
802,"lizard","FOUND","lizard",1,1,1,1
802,"chicken","FOUND","chicken",1,1,1,1
802,"junglefowl","REPLACE","jungle fowl",0,0,1,0
802,"pelican","FOUND","pelican",1,1,1,1
802,"seagull","FOUND","seagull",1,1,1,1
802,"fish","FOUND","fish",1,1,1,1
803,"dog","FOUND","dog",1,1,1,1
803,"cat","FOUND","cat",1,1,1,1
803,"gerbil","FOUND","gerbil",1,1,1,1
803,"ferret","FOUND","ferret",1,1,1,1
803,"guinea pig","FOUND","guinea pig",1,1,1,1
803,"fish","FOUND","fish",1,1,1,1
803,"salmon","FOUND","salmon",1,1,1,1
803,"bass","FOUND","bass",1,1,1,1
803,"walleye","FOUND","walleye",1,1,1,1
803,"bluegill","FOUND","bluegill",1,1,1,1
803,"mouse","FOUND","mouse",1,1,1,1
803,"rat","FOUND","rat",1,1,1,1
803,"hamster","FOUND","hamster",1,1,1,1
803,"crocodile","FOUND","crocodile",1,1,1,1
803,"alligator","FOUND","alligator",1,1,1,1
803,"caiman","FOUND","caiman",1,1,1,1
803,"bat","FOUND","bat",1,1,1,1
803,"squirrel","FOUND","squirrel",1,1,1,1
803,"chipmunk","FOUND","chipmunk",1,1,1,1
803,"rabbit","FOUND","rabbit",1,1,1,1
803,"goldfish","FOUND","goldfish",1,1,1,1
804,"dog","FOUND","dog",1,1,1,1
804,"cat","FOUND","cat",1,1,1,1
804,"bird","FOUND","bird",1,1,1,1
804,"manta ray","FOUND","manta ray",1,1,1,1
804,"stingray","FOUND","stingray",1,1,1,1
804,"tiger","FOUND","tiger",1,1,1,1
804,"lion","FOUND","lion",1,1,1,1
804,"zebra","FOUND","zebra",1,1,1,1
804,"hippo","FOUND","hippo",0,0,1,1
804,"giraffe","FOUND","giraffe",1,1,1,1
804,"whale","FOUND","whale",1,1,1,1
804,"dolphin","FOUND","dolphin",1,1,1,1
804,"kiwi bird","EXCLUDE","EXCLUDE",0,0,1,0
804,"elephant","FOUND","elephant",1,1,1,1
804,"dodo","FOUND","dodo",1,1,1,1
804,"robin","FOUND","robin",1,1,1,1
804,"sparrow","FOUND","sparrow",1,1,1,1
804,"pigeon","FOUND","pigeon",1,1,1,1
804,"mouse","FOUND","mouse",1,1,1,1
804,"dinosaur","FOUND","dinosaur",1,1,1,1
804,"fish","FOUND","fish",1,1,1,1
804,"bluegill","FOUND","bluegill",1,1,1,1
804,"shark","FOUND","shark",1,1,1,1
804,"hammerhead shark","FOUND","hammerhead shark",1,1,1,1
805,"dog","FOUND","dog",1,1,1,1
805,"cat","FOUND","cat",1,1,1,1
805,"lizard","FOUND","lizard",1,1,1,1
805,"goat","FOUND","goat",1,1,1,1
805,"lion","FOUND","lion",1,1,1,1
805,"tiger","FOUND","tiger",1,1,1,1
805,"bear","FOUND","bear",1,1,1,1
805,"fish","FOUND","fish",1,1,1,1
805,"cheetah","FOUND","cheetah",1,1,1,1
805,"ape","FOUND","ape",1,1,1,1
805,"pig","FOUND","pig",1,1,1,1
805,"cow","FOUND","cow",1,1,1,1
805,"raccoon","FOUND","raccoon",1,1,1,1
805,"owl","FOUND","owl",1,1,1,1
805,"ram","FOUND","ram",1,1,1,1
805,"koala","FOUND","koala",1,1,1,1
805,"snake","FOUND","snake",1,1,1,1
806,"kangaroo","FOUND","kangaroo",1,1,1,1
806,"octopus","FOUND","octopus",1,1,1,1
806,"dog","FOUND","dog",1,1,1,1
806,"cat","FOUND","cat",1,1,1,1
806,"bird","FOUND","bird",1,1,1,1
806,"penguin","FOUND","penguin",1,1,1,1
806,"flamingo","FOUND","flamingo",1,1,1,1
806,"emu","FOUND","emu",1,1,1,1
806,"koala","FOUND","koala",1,1,1,1
806,"polar bear","FOUND","polar bear",1,1,1,1
806,"rat","FOUND","rat",1,1,1,1
806,"grizzly bear","FOUND","grizzly bear",1,1,1,1
806,"moose","FOUND","moose",1,1,1,1
806,"clownfish","FOUND","clownfish",1,1,1,1
806,"pufferfish","FOUND","pufferfish",1,1,1,1
806,"coyote","FOUND","coyote",1,1,1,1
806,"mountain lion","FOUND","mountain lion",1,1,1,1
806,"raccoon","FOUND","raccoon",1,1,1,1
806,"possum","FOUND","possum",1,1,1,1
806,"deer","FOUND","deer",1,1,1,1
806,"snake","FOUND","snake",1,1,1,1
806,"copperhead","FOUND","copperhead",0,0,0,0
807,"ape","FOUND","ape",1,1,1,1
807,"monkey","FOUND","monkey",1,1,1,1
807,"orangutan","FOUND","orangutan",1,1,1,1
807,"salamander","FOUND","salamander",1,1,1,1
807,"lizard","FOUND","lizard",1,1,1,1
807,"dog","FOUND","dog",1,1,1,1
807,"cat","FOUND","cat",1,1,1,1
807,"hamster","FOUND","hamster",1,1,1,1
807,"ferret","FOUND","ferret",1,1,1,1
807,"sun bear","FOUND","sun bear",1,1,1,1
807,"gerbil","FOUND","gerbil",1,1,1,1
807,"sheep","FOUND","sheep",1,1,1,1
807,"fox","FOUND","fox",1,1,1,1
807,"raccoon","FOUND","raccoon",1,1,1,1
807,"opossum","FOUND","opossum",1,1,1,1
807,"goose","FOUND","goose",1,1,1,1
807,"raven","FOUND","raven",1,1,1,1
807,"horse","FOUND","horse",1,1,1,1
807,"dog","FOUND","dog",1,1,1,1
807,"cow","FOUND","cow",1,1,1,1
807,"goat","FOUND","goat",1,1,1,1
807,"polar bear","FOUND","polar bear",1,1,1,1
807,"grizzly bear","FOUND","grizzly bear",1,1,1,1
807,"gorilla","FOUND","gorilla",1,1,1,1
807,"leopard","FOUND","leopard",1,1,1,1
807,"antelope","FOUND","antelope",1,1,1,1
807,"crocodile","FOUND","crocodile",1,1,1,1
808,"dog","FOUND","dog",1,1,1,1
808,"cat","FOUND","cat",1,1,1,1
808,"pig","FOUND","pig",1,1,1,1
808,"sheep","FOUND","sheep",1,1,1,1
808,"llama","FOUND","llama",1,1,1,1
808,"maned wolf","FOUND","maned wolf",0,0,1,1
808,"wolf","FOUND","wolf",1,1,1,1
808,"coyote","FOUND","coyote",1,1,1,1
808,"whale","FOUND","whale",1,1,1,1
808,"ostrich","FOUND","ostrich",1,1,1,1
808,"giraffe","FOUND","giraffe",1,1,1,1
808,"hippo","FOUND","hippo",0,0,1,1
808,"lion","FOUND","lion",1,1,1,1
808,"tiger","FOUND","tiger",1,1,1,1
808,"bear","FOUND","bear",1,1,1,1
808,"panda","FOUND","panda",1,1,1,1
808,"fox","FOUND","fox",1,1,1,1
808,"turtle","FOUND","turtle",1,1,1,1
808,"squid","FOUND","squid",1,1,1,1
808,"alligator","FOUND","alligator",1,1,1,1
808,"fish","FOUND","fish",1,1,1,1
808,"pufferfish","FOUND","pufferfish",1,1,1,1
808,"shark","FOUND","shark",1,1,1,1
808,"whale shark","FOUND","whale shark",1,1,1,1
808,"piranha","FOUND","piranha",1,1,1,1
809,"dog","FOUND","dog",1,1,1,1
809,"cat","FOUND","cat",1,1,1,1
809,"hamster","FOUND","hamster",1,1,1,1
809,"gerbil","FOUND","gerbil",1,1,1,1
809,"snake","FOUND","snake",1,1,1,1
809,"lizard","FOUND","lizard",1,1,1,1
809,"frog","FOUND","frog",1,1,1,1
809,"tarantula","FOUND","tarantula",1,1,1,1
809,"ant","FOUND","ant",1,1,1,1
809,"elephant","FOUND","elephant",1,1,1,1
809,"giraffe","FOUND","giraffe",1,1,1,1
809,"lion","FOUND","lion",1,1,1,1
809,"tiger","FOUND","tiger",1,1,1,1
809,"blue whale","FOUND","blue whale",1,1,1,1
809,"shark","FOUND","shark",1,1,1,1
809,"fish","FOUND","fish",1,1,1,1
809,"dolphin","FOUND","dolphin",1,1,1,1
809,"stingray","FOUND","stingray",1,1,1,1
809,"anteater","FOUND","anteater",1,1,1,1
809,"bird","FOUND","bird",1,1,1,1
809,"seagull","FOUND","seagull",1,1,1,1
809,"butterfly","FOUND","butterfly",1,1,1,1
810,"dog","FOUND","dog",1,1,1,1
810,"cat","FOUND","cat",1,1,1,1
810,"horse","FOUND","horse",1,1,1,1
810,"deer","FOUND","deer",1,1,1,1
810,"alligator","FOUND","alligator",1,1,1,1
810,"mouse","FOUND","mouse",1,1,1,1
810,"lion","FOUND","lion",1,1,1,1
810,"tiger","FOUND","tiger",1,1,1,1
811,"pigeon","FOUND","pigeon",1,1,1,1
811,"sparrow","FOUND","sparrow",1,1,1,1
811,"chicken","FOUND","chicken",1,1,1,1
811,"crow","FOUND","crow",1,1,1,1
811,"dolphin","FOUND","dolphin",1,1,1,1
811,"pig","FOUND","pig",1,1,1,1
811,"cow","FOUND","cow",1,1,1,1
811,"donkey","FOUND","donkey",1,1,1,1
811,"horse","FOUND","horse",1,1,1,1
811,"monkey","FOUND","monkey",1,1,1,1
811,"orangutan","FOUND","orangutan",1,1,1,1
811,"chimpanzee","FOUND","chimpanzee",1,1,1,1
811,"lion","FOUND","lion",1,1,1,1
811,"zebra","FOUND","zebra",1,1,1,1
811,"gazelle","FOUND","gazelle",1,1,1,1
812,"cat","FOUND","cat",1,1,1,1
812,"dog","FOUND","dog",1,1,1,1
812,"snake","FOUND","snake",1,1,1,1
812,"corn snake","FOUND","corn snake",1,1,1,1
812,"boa","FOUND","boa",0,0,0,0
812,"anaconda","FOUND","anaconda",1,1,1,1
812,"human","FOUND","human",1,1,1,1
812,"manatee","FOUND","manatee",1,1,1,1
812,"sperm whale","FOUND","sperm whale",1,1,1,1
812,"blue whale","FOUND","blue whale",1,1,1,1
812,"killer whale","FOUND","killer whale",1,1,1,1
812,"frog","FOUND","frog",1,1,1,1
812,"tree frog","REPLACE","treefrog",0,1,1,0
812,"toad","FOUND","toad",1,1,1,1
812,"horned toad","FOUND","horned toad",1,1,0,0
812,"salamander","FOUND","salamander",1,1,1,1
812,"crawdad","FOUND","crawdad",0,0,1,1
812,"clownfish","FOUND","clownfish",1,1,1,1
812,"guppy","FOUND","guppy",1,1,1,1
812,"goldfish","FOUND","goldfish",1,1,1,1
812,"parrot","FOUND","parrot",1,1,1,1
812,"anaconda","FOUND","anaconda",1,1,1,1
812,"coral","FOUND","coral",1,1,1,1
812,"rabbit","FOUND","rabbit",1,1,1,1
812,"deer","FOUND","deer",1,1,1,1
813,"dog","FOUND","dog",1,1,1,1
813,"gopher","FOUND","gopher",1,1,1,1
813,"cat","FOUND","cat",1,1,1,1
813,"lion","FOUND","lion",1,1,1,1
813,"tiger","FOUND","tiger",1,1,1,1
813,"platypus","FOUND","platypus",1,1,1,1
813,"walrus","FOUND","walrus",1,1,1,1
813,"dolphin","FOUND","dolphin",1,1,1,1
813,"parrot","FOUND","parrot",1,1,1,1
813,"parakeet","FOUND","parakeet",1,1,1,1
813,"spider","FOUND","spider",1,1,1,1
813,"lion","FOUND","lion",1,1,1,1
813,"fish","FOUND","fish",1,1,1,1
813,"snake","FOUND","snake",1,1,1,1
813,"stingray","FOUND","stingray",1,1,1,1
813,"mantis","FOUND","mantis",1,1,0,0
813,"butterfly","FOUND","butterfly",1,1,1,1
813,"ant","FOUND","ant",1,1,1,1
813,"fire ant","FOUND","fire ant",1,1,1,1
814,"cat","FOUND","cat",1,1,1,1
814,"dog","FOUND","dog",1,1,1,1
814,"snake","FOUND","snake",1,1,1,1
814,"lizard","FOUND","lizard",1,1,1,1
814,"ostrich","FOUND","ostrich",1,1,1,1
814,"goldfish","FOUND","goldfish",1,1,1,1
814,"koi fish","FOUND","koi fish",0,0,0,0
814,"lion","FOUND","lion",1,1,1,1
814,"tiger","FOUND","tiger",1,1,1,1
814,"bear","FOUND","bear",1,1,1,1
814,"panda","FOUND","panda",1,1,1,1
814,"polar bear","FOUND","polar bear",1,1,1,1
814,"grizzly bear","FOUND","grizzly bear",1,1,1,1
814,"jellyfish","FOUND","jellyfish",1,1,1,1
814,"sunfish","FOUND","sunfish",1,1,1,1
814,"bluegill","FOUND","bluegill",1,1,1,1
814,"kangaroo","FOUND","kangaroo",1,1,1,1
814,"flamingo","FOUND","flamingo",1,1,1,1
814,"penguin","FOUND","penguin",1,1,1,1
814,"squirrel","FOUND","squirrel",1,1,1,1
814,"chipmunk","FOUND","chipmunk",1,1,1,1
814,"bluebird","FOUND","bluebird",1,1,1,1
814,"robin","FOUND","robin",1,1,1,1
815,"dog","FOUND","dog",1,1,1,1
815,"cat","FOUND","cat",1,1,1,1
815,"squirrel","FOUND","squirrel",1,1,1,1
815,"ferret","FOUND","ferret",1,1,1,1
815,"tiger","FOUND","tiger",1,1,1,1
815,"lion","FOUND","lion",1,1,1,1
815,"zebra","FOUND","zebra",1,1,1,1
815,"giraffe","FOUND","giraffe",1,1,1,1
815,"rhino","FOUND","rhino",1,1,1,1
815,"crocodile","FOUND","crocodile",1,1,1,1
815,"hamster","FOUND","hamster",1,1,1,1
815,"rat","FOUND","rat",1,1,1,1
815,"flamingo","FOUND","flamingo",1,1,1,1
815,"deer","FOUND","deer",1,1,1,1
815,"bull","FOUND","bull",1,1,1,1
815,"bird","FOUND","bird",1,1,1,1
815,"squirrel","FOUND","squirrel",1,1,1,1
815,"raccoon","FOUND","raccoon",1,1,1,1
815,"monkey","FOUND","monkey",1,1,1,1
815,"gorilla","FOUND","gorilla",1,1,1,1
815,"gerbil","FOUND","gerbil",1,1,1,1
816,"cat","FOUND","cat",1,1,1,1
816,"dog","FOUND","dog",1,1,1,1
816,"skunk","FOUND","skunk",1,1,1,1
816,"horse","FOUND","horse",1,1,1,1
816,"cow","FOUND","cow",1,1,1,1
816,"bird","FOUND","bird",1,1,1,1
816,"toucan","FOUND","toucan",1,1,1,1
816,"parakeet","FOUND","parakeet",1,1,1,1
816,"penguin","FOUND","penguin",1,1,1,1
816,"seal","FOUND","seal",1,1,1,1
816,"polar bear","FOUND","polar bear",1,1,1,1
816,"stork","FOUND","stork",1,1,1,1
816,"albatross","FOUND","albatross",1,1,1,1
816,"whale","FOUND","whale",1,1,1,1
816,"killer whale","FOUND","killer whale",1,1,1,1
816,"narwhal","FOUND","narwhal",1,1,1,1
816,"sea lion","FOUND","sea lion",0,0,1,1
816,"lion","FOUND","lion",1,1,1,1
816,"tiger","FOUND","tiger",1,1,1,1
816,"gorilla","FOUND","gorilla",1,1,1,1
816,"monkey","FOUND","monkey",1,1,1,1
816,"ape","FOUND","ape",1,1,1,1
816,"pelican","FOUND","pelican",1,1,1,1
816,"flamingo","FOUND","flamingo",1,1,1,1
817,"dog","FOUND","dog",1,1,1,1
817,"cat","FOUND","cat",1,1,1,1
817,"okapi","FOUND","okapi",1,1,1,1
817,"kangaroo","FOUND","kangaroo",1,1,1,1
817,"pigeon","FOUND","pigeon",1,1,1,1
817,"koala","FOUND","koala",1,1,1,1
817,"giraffe","FOUND","giraffe",1,1,1,1
817,"aardvark","FOUND","aardvark",1,1,1,1
817,"anteater","FOUND","anteater",1,1,1,1
817,"antelope","FOUND","antelope",1,1,1,1
817,"deer","FOUND","deer",1,1,1,1
817,"mouse","FOUND","mouse",1,1,1,1
817,"bat","FOUND","bat",1,1,1,1
817,"camel","FOUND","camel",1,1,1,1
817,"shark","FOUND","shark",1,1,1,1
817,"fish","FOUND","fish",1,1,1,1
817,"ray","FOUND","ray",1,1,1,1
817,"sawfish","FOUND","sawfish",0,0,1,1
817,"coral","FOUND","coral",1,1,1,1
817,"sponge","FOUND","sponge",1,1,1,1
817,"snail","FOUND","snail",1,1,1,1
817,"bee","FOUND","bee",1,1,1,1
817,"wasp","FOUND","wasp",1,1,1,1
817,"spider","FOUND","spider",1,1,1,1
817,"cow","FOUND","cow",1,1,1,1
817,"horse","FOUND","horse",1,1,1,1
818,"dolphin","FOUND","dolphin",1,1,1,1
818,"alligator","FOUND","alligator",1,1,1,1
818,"shark","FOUND","shark",1,1,1,1
818,"scorpion","FOUND","scorpion",1,1,1,1
818,"fish","FOUND","fish",1,1,1,1
818,"lion","FOUND","lion",1,1,1,1
818,"ram","FOUND","ram",1,1,1,1
818,"goat","FOUND","goat",1,1,1,1
818,"raven","FOUND","raven",1,1,1,1
818,"weasel","FOUND","weasel",1,1,1,1
818,"beaver","FOUND","beaver",1,1,1,1
818,"snake","FOUND","snake",1,1,1,1
818,"snow goose","FOUND","snow goose",0,0,1,1
818,"ant","FOUND","ant",1,1,1,1
818,"beetle","FOUND","beetle",1,1,1,1
818,"wasp","FOUND","wasp",1,1,1,1
818,"fly","FOUND","fly",1,1,1,1
818,"dragonfly","FOUND","dragonfly",1,1,1,1
818,"lightning bug","EXCLUDE","EXCLUDE",0,0,1,0
818,"whale","FOUND","whale",1,1,1,1
819,"dog","FOUND","dog",1,1,1,1
819,"pig","FOUND","pig",1,1,1,1
819,"cow","FOUND","cow",1,1,1,1
819,"horse","FOUND","horse",1,1,1,1
819,"sheep","FOUND","sheep",1,1,1,1
819,"bird","FOUND","bird",1,1,1,1
819,"shark","FOUND","shark",1,1,1,1
